ko_maticni_broj,municipalityName,cadmunName,parcels_total,parcels_with_buildings
710326,VLASOTINCE,VLASOTINCE-VAROŠ,4778,4193
710334,VLASOTINCE,GLOŽANE,219,210
710342,VLASOTINCE,GORNJA LOMNICA,65,65
710369,VLASOTINCE,GORNJA LOPUŠNJA,88,87
710377,CRNA TRAVA,GORNJE GARE,229,219
710385,VLASOTINCE,GORNJI ORAH,271,271
710393,VLASOTINCE,GORNJI PRISJAN,312,307
710407,VLASOTINCE,GRADIŠTE,224,221
710415,CRNA TRAVA,GRADSKA,388,376
710423,LESKOVAC,GRDELICA (VAROŠ),483,377
710431,LESKOVAC,GRDELICA (SELO),499,442
710440,VLASOTINCE,GUNJETINA,64,64
710458,VLASOTINCE,DADINCE,237,235
710466,CRNA TRAVA,DARKOVCE,507,493
710474,LESKOVAC,DEDINA BARA,372,269
710482,VLASOTINCE,DEJAN,448,448
710504,VLASOTINCE,DOBROVIŠ,324,324
710512,CRNA TRAVA,DOBRO POLJE,258,253
710539,LESKOVAC,DOBROTIN,118,103
710547,VLASOTINCE,DONJA LOMNICA,180,175
710555,VLASOTINCE,DONJA LOPUŠNJA,11,11
710563,VLASOTINCE,DONJE GARE,193,191
710571,VLASOTINCE,DONJI PRISJAN,370,370
710580,CRNA TRAVA,JABUKOVIK,206,200
710598,VLASOTINCE,JAVORJE,48,48
710601,VLASOTINCE,JAKOVLJEVO,293,291
710610,VLASOTINCE,JASTREBAC,192,190
710628,CRNA TRAVA,KALNA,340,322
710636,LESKOVAC,KOVAČEVA BARA,135,113
710644,LESKOVAC,KOZARE,191,149
710652,VLASOTINCE,KOZILO,43,43
710679,VLASOTINCE,KOMARICA,162,161
710687,VLASOTINCE,KONOPNICA,235,221
710695,CRNA TRAVA,KRIVI DEL,278,265
710709,LESKOVAC,KRPEJCE,46,44
710717,VLASOTINCE,KRUŠEVICA,553,487
710725,VLASOTINCE,LADOVICA,325,300
710733,VLASOTINCE,LIPOVICA,253,252
710741,LESKOVAC,LIČIN DOL,90,83
710750,CRNA TRAVA,MLAČIŠTE,117,109
710768,LESKOVAC,NOVO SELO,305,294
710776,VLASOTINCE,ORAŠJE,444,399
710784,CRNA TRAVA,OSTROZUB,51,51
710792,VLASOTINCE,OSTRC,86,85
710806,CRNA TRAVA,PAVLIČINA,133,128
710814,LESKOVAC,PALOJCE,212,158
710822,CRNA TRAVA,PRESLAP,298,292
710849,VLASOTINCE,PRŽOJNE,53,53
710857,VLASOTINCE,PRILEPAC,126,104
710865,VLASOTINCE,RAVNA GORA,52,52
710873,GADŽIN HAN,RAVNA DUBRAVA,377,335
710881,VLASOTINCE,RAVNI DEL,78,78
710890,LESKOVAC,RAJNO POLJE,297,254
710903,CRNA TRAVA,RAJČETINE,84,83
710911,CRNA TRAVA,RUPLJE,27,26
710920,VLASOTINCE,SAMARNICA,115,113
710938,VLASOTINCE,SVOĐE,475,471
710946,LESKOVAC,SEJANICA,333,260
710954,VLASOTINCE,SKRAPEŽ,119,119
710962,VLASOTINCE,SREDOR,176,175
710989,VLASOTINCE,STAJKOVCE,425,363
710997,VLASOTINCE,STRANJEVO,41,41
711004,VLASOTINCE,STREŠKOVAC,23,23
711012,LESKOVAC,TUPALOVCE,168,139
711039,VLASOTINCE,ĆELIŠTE,89,88
711047,LESKOVAC,CRVENI BREG,107,105
711055,VLASOTINCE,CRNA BARA,309,309
711063,CRNA TRAVA,CRNA TRAVA,1071,1015
711071,VLASOTINCE,CRNATOVO,193,193
711080,VLASOTINCE,ŠIŠAVE,380,318
711098,VRANJE,ALEKSANDROVAC,209,169
711101,VRANJSKA BANJA,BABINA POLJANA,232,232
711110,TRGOVIŠTE,BABINA POLJANA,164,163
711128,VRANJE,BARBARUŠINCE,94,90
711136,VRANJE,BARELIĆ,126,118
711144,VRANJE,BELI BREG,38,34
711152,VRANJE,BOJIN DEL,89,85
711179,VRANJE,BRESNICA,146,109
711187,VRANJSKA BANJA,BUJKOVAC,403,351
711195,VRANJE,BULJESOVCE,51,47
711209,VRANJE,BUNUŠEVAC,359,314
711217,VRANJE,BUŠTRANJE,314,294
711225,VRANJE,VIŠEVCE,142,134
711233,VRANJE,VLASE,363,332
711241,VRANJE,VRANJE I,12312,11391
711250,VRANJE,VRANJE II,844,662
711268,VRANJSKA BANJA,VRANJSKA BANJA,1798,1702
711276,VRANJE,GOLEMO SELO,669,626
711284,TRGOVIŠTE,GOLOČEVAC,151,151
711292,TRGOVIŠTE,GORNOVAC,77,77
711306,VRANJE,GORNJA OTULJA,29,28
711314,TRGOVIŠTE,GORNJA TRNICA,179,177
711322,VRANJE,GORNJE ŽAPSKO,63,58
711349,VRANJE,GORNJE PUNUŠEVCE,92,91
711357,VRANJE,GORNJE TREBEŠINJE,107,82
711365,VRANJE,GORNJI VRTOGOŠ,237,174
711373,VRANJE,GORNJI NERADOVAC,147,118
711381,TRGOVIŠTE,GORNJI STAJEVAC,363,357
711390,VRANJE,GRADNJA,265,248
711403,VRANJE,GUMERIŠTE,135,135
711411,VRANJE,DAVIDOVAC,230,195
711420,TRGOVIŠTE,DEJANCE,77,74
711438,VRANJE,DOBREJANCE,77,76
711446,VRANJE,DONJA OTULJA,47,42
711454,TRGOVIŠTE,DONJA TRNICA,230,199
711462,VRANJE,DONJE ŽAPSKO,180,158
711489,VRANJE,DONJE PUNUŠEVCE,33,32
711497,VRANJE,DONJE TREBEŠINJE,367,263
711519,VRANJE,DONJI VRTOGOŠ,199,196
711527,VRANJE,DONJI NERADOVAC,309,251
711535,TRGOVIŠTE,DONJI STAJEVAC,480,439
711543,VRANJE,DRENOVAC,229,223
711551,VRANJE,DUBNICA,319,279
711560,VRANJSKA BANJA,DUGA LUKA,151,141
711578,VRANJE,DULAN,71,59
711586,TRGOVIŠTE,DUMBIJA,77,76
711594,VRANJE,DUPELJEVO,46,44
711608,TRGOVIŠTE,ĐEREKARCE,138,133
711616,TRGOVIŠTE,ZLADOVCE,107,101
711624,VRANJE,ZLATOKOP,296,282
711632,VRANJSKA BANJA,IZUMNO,236,221
711659,TRGOVIŠTE,KALOVO,179,177
711667,VRANJE,KATUN,136,121
711675,VRANJE,KLAŠNJICE,44,44
711683,VRANJSKA BANJA,KLISURICA,222,215
711691,TRGOVIŠTE,KOZJI DOL,325,286
711705,VRANJE,KOPANJANE,57,57
711713,VRANJSKA BANJA,KORBEVAC,430,366
711721,VRANJSKA BANJA,KORBUL,47,47
711730,VRANJE,KOĆURA,282,282
711748,VRANJSKA BANJA,KRIVA FEJA,694,640
711756,VRANJE,KRUŠEVA GLAVA,149,149
711764,VRANJSKA BANJA,KUMAREVO,138,111
711772,VRANJE,KUPININCE,76,65
711799,VRANJE,LALINCE,176,170
711802,VRANJSKA BANJA,LEVA REKA,165,165
711829,VRANJE,LEPČINCE,113,105
711837,TRGOVIŠTE,LESNICA,183,181
711845,VRANJSKA BANJA,LIPOVAC,79,79
711853,VRANJE,LUKOVO,194,192
711861,TRGOVIŠTE,MARGANCE,61,59
711870,VRANJE,MEČKOVAC,74,69
711888,VRANJE,MIJAKOVCE,70,70
711896,VRANJE,MIJOVCE,89,85
711900,VRANJE,MILANOVO,129,107
711918,VRANJE,MILIVOJCE,51,42
711926,VRANJE,MOŠTANICA,315,267
711934,VRANJE,NASTAVCE,43,40
711942,VRANJSKA BANJA,NESVRTA,145,142
711969,VRANJE,NOVA BREZOVICA,121,115
711977,TRGOVIŠTE,NOVI GLOG,152,151
711985,VRANJE,OBLIČKA SENA,104,104
711993,VRANJE,OSTRA GLAVA,46,44
712019,VRANJE,PAVLOVAC,174,127
712027,VRANJSKA BANJA,PANEVLJE,86,57
712035,VRANJSKA BANJA,PRVONEK,267,265
712043,VRANJSKA BANJA,PREVALAC,68,48
712051,VRANJE,PREOBRAŽENJE,86,81
712060,TRGOVIŠTE,PROLESJE,128,125
712078,TRGOVIŠTE,RADOVNICA,675,544
712086,VRANJE,RANUTOVAC,165,139
712094,VRANJE,RATAJE I,253,237
712108,VRANJE,RATAJE II,3,3
712116,VRANJE,RIBINCE,195,160
712124,VRANJE,RISTOVAC,186,144
712132,VRANJE,ROŽDACE,74,74
712159,VRANJE,RUSCE,41,39
712167,VRANJSKA BANJA,SEBEVRANJE,126,116
712175,VRANJE,SIKIRJE,119,112
712183,VRANJSKA BANJA,SLIVNICA,236,232
712191,VRANJE,SMILJEVIĆ,76,75
712205,VRANJE,SODERCE,256,215
712213,VRANJE,SREDNJI DEL,118,118
712221,VRANJE,SRPSKO MARGANCE,32,31
712230,VRANJE,STANCE,91,86
712248,VRANJE,STARA BREZOVICA,159,154
712256,VRANJSKA BANJA,STARI GLOG,92,91
712264,VRANJE,STREŠAK,138,136
712272,VRANJE,STROPSKO,106,98
712299,VRANJE,STRUGANICA,35,35
712302,VRANJE,STUDENA,171,170
712329,VRANJE,SUVI DOL,313,279
712337,VRANJE,SURDUL,85,85
712345,TRGOVIŠTE,SURLICA,296,296
712353,VRANJE,TESOVIŠTE,64,64
712361,VRANJE,TIBUŽDE,606,492
712370,VRANJSKA BANJA,TOPLAC,273,214
712388,TRGOVIŠTE,TRGOVIŠTE,706,514
712396,VRANJE,TRSTENA,144,144
712400,VRANJE,TUMBA,132,132
712418,VRANJE,ĆUKOVAC,504,438
712426,VRANJE,ĆURKOVICA,51,50
712434,VRANJE,UŠEVCE,138,122
712442,TRGOVIŠTE,CRVENI GRAD,243,238
712469,TRGOVIŠTE,CRNA REKA,169,168
712477,VRANJSKA BANJA,CRNI VRH,143,143
712485,VRANJE,CRNI LUG,136,121
712493,TRGOVIŠTE,CRNOVCE,181,179
712507,VRANJE,ČESTELIN,74,74
712515,TRGOVIŠTE,ŠAJINCE,121,111
712523,TRGOVIŠTE,ŠAPRANCE,117,110
712531,TRGOVIŠTE,ŠIROKA PLANINA,164,164
712540,GOLUBAC,BARIČ,222,218
712558,GOLUBAC,BIKINJE,102,100
712566,GOLUBAC,BRANIČEVO,397,384
712574,GOLUBAC,BRNJICA,267,235
712582,GOLUBAC,VINCI,1468,1445
712604,GOLUBAC,VOJILOVO,161,153
712612,KUČEVO,VUKOVIĆ,276,185
712639,GOLUBAC,GOLUBAC,1135,1060
712647,GOLUBAC,DVORIŠTE,217,119
712655,GOLUBAC,DOBRA,532,464
712663,GOLUBAC,DONJA KRUŠEVICA,166,161
712671,GOLUBAC,DUŠMANIĆ,74,73
712680,GOLUBAC,ŽITKOVICA,143,110
712698,KUČEVO,ZELENIK,159,91
712701,GOLUBAC,KLENJE,252,249
712710,GOLUBAC,KRIVAČA,228,160
712728,GOLUBAC,KUDREŠ,149,143
712736,GOLUBAC,MALEŠEVO,136,131
712744,GOLUBAC,MILJEVIĆ,210,200
712752,GOLUBAC,MRČKOVAC,213,211
712779,GOLUBAC,PONIKVE,73,58
712787,GOLUBAC,RADOŠEVAC,182,177
712795,GOLUBAC,SLADINAC,85,82
712809,GOLUBAC,SNEGOTIN,119,65
712817,GOLUBAC,USIJE,458,420
712825,GOLUBAC,ŠUVAJIĆ,129,127
712833,LJIG,BA,442,280
712841,GORNJI MILANOVAC,BELO POLJE,155,136
712850,GORNJI MILANOVAC,BERŠIĆI,307,253
712868,GORNJI MILANOVAC,BRAJIĆI,68,63
712876,GORNJI MILANOVAC,BREZNA,203,156
712884,GORNJI MILANOVAC,BRUSNICA,442,349
712892,GORNJI MILANOVAC,VELEREČ,543,423
712906,GORNJI MILANOVAC,VRAĆEVŠNICA,67,60
712914,GORNJI MILANOVAC,VRNČANI,258,207
712922,GORNJI MILANOVAC,GORNJI BANJANI,163,137
712949,GORNJI MILANOVAC,GORNJI BRANETIĆI,414,343
712957,GORNJI MILANOVAC,GORNJA VRBAVA,158,121
712965,GORNJI MILANOVAC,GORNJI MILANOVAC,5863,4828
712973,GORNJI MILANOVAC,GORNJA CRNUĆA,181,155
712981,GORNJI MILANOVAC,GRABOVICA,305,236
712990,GORNJI MILANOVAC,DONJA VRBAVA,333,252
713007,GORNJI MILANOVAC,DONJI BRANETIĆI,154,127
713015,GORNJI MILANOVAC,DONJA CRNUĆA,228,198
713023,GORNJI MILANOVAC,DRENOVA,297,216
713031,GORNJI MILANOVAC,JABLANICA,243,182
713040,GORNJI MILANOVAC,KALIMANIĆI,149,95
713058,GORNJI MILANOVAC,KLATIČEVO,230,164
713066,GORNJI MILANOVAC,KOŠTUNIĆI,541,435
713074,GORNJI MILANOVAC,LEUŠIĆI,170,131
713082,GORNJI MILANOVAC,LIPOVAC,212,183
713104,GORNJI MILANOVAC,LOZANJ,229,177
713112,GORNJI MILANOVAC,LOČEVCI,98,76
713139,GORNJI MILANOVAC,LUNJEVICA,327,264
713147,GORNJI MILANOVAC,LJEVAJA,110,85
713155,GORNJI MILANOVAC,LJUTOVNICA,180,120
713163,GORNJI MILANOVAC,MAJDAN,526,336
713171,GORNJI MILANOVAC,NAKUČANI,96,56
713180,GORNJI MILANOVAC,NEVADE,341,297
713198,GORNJI MILANOVAC,OZREM,345,262
713201,GORNJI MILANOVAC,POLOM,295,242
713210,GORNJI MILANOVAC,PRANJANI,1026,734
713228,GORNJI MILANOVAC,PRNJAVOR,128,92
713236,GORNJI MILANOVAC,SVRAČKOVCI,303,245
713244,GORNJI MILANOVAC,SEMEDRAŽ,197,153
713252,GORNJI MILANOVAC,SINOŠEVIĆI,140,96
713279,GORNJI MILANOVAC,SREZOJEVCI,296,232
713287,GORNJI MILANOVAC,TAKOVO,362,284
713295,GORNJI MILANOVAC,TEOČIN,357,300
713309,GORNJI MILANOVAC,ŠARANI,371,300
713317,DESPOTOVAC,BALAJNAC,231,218
713325,DESPOTOVAC,BELJAJKA,284,273
713333,DESPOTOVAC,BOGAVA,270,267
713341,DESPOTOVAC,BRESTOVO,241,240
713350,DESPOTOVAC,BUKOVAC,275,262
713368,DESPOTOVAC,VELIKI POPOVIĆ,777,733
713376,ĆUPRIJA,VIRINE,590,434
713384,DESPOTOVAC,VITANCE,404,395
713392,DESPOTOVAC,GRABOVICA,485,448
713406,DESPOTOVAC,DVORIŠTE,296,293
713414,DESPOTOVAC,DESPOTOVAC,1720,1707
713422,DESPOTOVAC,VOJNIK,487,468
713449,DESPOTOVAC,ŽIDILJE,618,591
713457,ĆUPRIJA,ISAKOVO,443,298
713465,DESPOTOVAC,JEZERO,266,242
713473,DESPOTOVAC,JELOVAC,316,272
713481,ĆUPRIJA,KOVANICA,194,179
713490,DESPOTOVAC,LIPOVICA,341,293
713503,DESPOTOVAC,LOMNICA,646,585
713511,DESPOTOVAC,MEDVEĐA,571,536
713520,DESPOTOVAC,MILIVA,583,570
713538,DESPOTOVAC,PANJEVAC,320,311
713546,DESPOTOVAC,PLAŽANE,866,778
713554,DESPOTOVAC,POPOVNJAK,202,197
713562,DESPOTOVAC,RAVNA REKA,282,254
713589,DESPOTOVAC,RESAVICA,120,119
713597,DESPOTOVAC,SLADAJA,420,359
713619,DESPOTOVAC,STENJEVAC,464,457
713627,DESPOTOVAC,STRMOSTEN,514,473
713635,DESPOTOVAC,TRUĆEVAC,239,229
713643,DIMITROVGRAD,BANJSKI DOL,100,99
713651,DIMITROVGRAD,BARJE,188,187
713660,DIMITROVGRAD,BAČEVO,104,101
713678,DIMITROVGRAD,BILO,100,99
713686,DIMITROVGRAD,BALJEV DOL,98,98
713694,DIMITROVGRAD,BRAĆEVCI,72,72
713708,DIMITROVGRAD,BREBEVNICA,133,133
713716,DIMITROVGRAD,VERZAR,82,82
713724,DIMITROVGRAD,VISOČKI ODOROVCI,277,277
713732,PIROT,VLASI,269,265
713759,DIMITROVGRAD,VLKOVIJA,110,110
713767,DIMITROVGRAD,VRAPČA,75,74
713775,DIMITROVGRAD,GOJIN DOL,216,204
713783,PIROT,GORNJA DRŽINA,124,123
713791,DIMITROVGRAD,GORNJA NEVLJA,107,107
713805,DIMITROVGRAD,GORNJI KRIVODOL,147,147
713813,DIMITROVGRAD,GRADINJE,215,195
713821,DIMITROVGRAD,GRAPA,43,43
713830,DIMITROVGRAD,GULENOVCI,152,152
713848,DIMITROVGRAD,DIMITROVGRAD,1948,1760
713856,DIMITROVGRAD,DONJA NEVLJA,122,122
713864,DIMITROVGRAD,DONJI KRIVODOL,80,80
713872,DIMITROVGRAD,DRAGOVITA,255,255
713899,DIMITROVGRAD,ŽELJUŠA,634,592
713902,DIMITROVGRAD,IZATOVCI,112,112
713929,DIMITROVGRAD,ISKROVCI,182,182
713937,DIMITROVGRAD,KAMENICA,131,131
713945,DIMITROVGRAD,KUSA VRANA,301,301
713953,DIMITROVGRAD,LUKAVICA,639,610
713961,DIMITROVGRAD,MAZGOŠ,135,135
713970,DIMITROVGRAD,MOJINCI,63,63
713988,DIMITROVGRAD,PASKAŠIJA,50,50
713996,DIMITROVGRAD,PETAČINCI,107,107
714003,DIMITROVGRAD,PETRLAŠ,177,177
714011,DIMITROVGRAD,GORNJA PLANINICA,37,37
714020,DIMITROVGRAD,POGANOVO,375,370
714038,DIMITROVGRAD,PRAČA,42,42
714046,DIMITROVGRAD,PROTOPOPINCI,189,188
714054,DIMITROVGRAD,RADEJNA,188,186
714062,DIMITROVGRAD,SENOKOS,208,208
714089,DIMITROVGRAD,SKRVENICA,120,119
714097,PIROT,SLAVINJA,175,174
714119,DIMITROVGRAD,SLIVNICA,67,67
714127,DIMITROVGRAD,SMILOVCI,316,312
714135,DIMITROVGRAD,TRNSKI ODOROVCI,493,484
714143,ŽABARI,ALEKSANDROVAC,797,769
714151,PETROVAC NA MLAVI,BOŠNJAK,233,195
714160,ŽABARI,BRZOHODE,399,130
714178,ŽABARI,VLAŠKI DO,757,693
714186,MALO CRNIĆE,VRBNICA,309,284
714194,VELIKA PLANA,DONJA LIVADICA,898,886
714224,ŽABARI,KOČETIN,176,58
714232,ŽABARI,MIRIJEVO,222,77
714259,ŽABARI,OREOVICA,458,267
714267,PETROVAC NA MLAVI,ORLJEVO,180,166
714275,ŽABARI,POLATNA,178,150
714283,ŽABARI,PORODIN,956,450
714291,ŽABARI,SVINJAREVO,137,112
714305,ŽABARI,SIBNICA,196,98
714313,ŽABARI,SIMIĆEVO,968,924
714321,ŽABARI,TIĆEVAC,142,49
714330,ŽABARI,ČETEREŽE,301,159
714348,ŽAGUBICA,BLIZNAK,349,285
714356,ŽAGUBICA,BREZNICA,122,66
714364,MAJDANPEK,VLAOLE,673,578
714372,ŽAGUBICA,VUKOVAC,428,292
714399,ŽAGUBICA,GORNJAK,12,8
714402,ŽAGUBICA,ŽAGUBICA,1938,1615
714429,ŽAGUBICA,IZVARICA,304,242
714437,MAJDANPEK,JASIKOVO,551,452
714445,ŽAGUBICA,JOŠANICA,636,497
714453,ŽAGUBICA,KREPOLJIN,1504,1178
714461,ŽAGUBICA,KRUPAJA,443,324
714470,ŽAGUBICA,LAZNICA-SELIŠTE,885,665
714488,ŽAGUBICA,LAZNICA-SELO,1862,1556
714496,MAJDANPEK,LESKOVO,260,169
714500,ŽAGUBICA,MALI KAMEN,296,240
714518,ŽAGUBICA,MEDVEĐICA,40,32
714526,ŽAGUBICA,MILANOVAC,393,295
714534,ŽAGUBICA,MILATOVAC,556,474
714542,ŽAGUBICA,OSANICA,1305,1076
714569,ŽAGUBICA,RIBARE,506,374
714577,ŽAGUBICA,SIGE,625,512
714585,ŽAGUBICA,SUVI DO,1003,825
714593,MEROŠINA,AZBRESNICA,480,378
714607,MEROŠINA,ALEKSANDROVO,487,344
714615,MEROŠINA,ARBANASCE,231,182
714623,ŽITORAĐA,ASANOVAC,60,48
714631,PROKUPLJE,BABIN POTOK,181,173
714640,ŽITORAĐA,BADNJEVAC,303,237
714658,PROKUPLJE,BAJČINCE,140,136
714666,MEROŠINA,BALAJNAC,457,368
714674,PROKUPLJE,BALINOVAC,140,134
714682,MEROŠINA,BALIČEVAC,414,320
714704,PROKUPLJE,BALČAK,58,58
714712,MEROŠINA,BATUŠINAC,250,172
714739,PROKUPLJE,BELI KAMEN,60,60
714747,PROKUPLJE,BERILJE,225,200
714755,MEROŠINA,BILJEG,230,180
714763,PROKUPLJE,BOGUJEVAC,46,45
714771,PROKUPLJE,BREGOVINA,90,90
714780,MEROŠINA,BREST,201,196
714798,PROKUPLJE,BUBLICA,267,263
714801,PROKUPLJE,BUČINCE,53,53
714810,MEROŠINA,BUČIĆ,172,167
714828,ŽITORAĐA,VLAHOVO,242,189
714836,ŽITORAĐA,VOLJČINCE,293,292
714844,PROKUPLJE,GLASOVIK,163,160
714852,ŽITORAĐA,GLAŠINCE,146,140
714879,MEROŠINA,GORNJA RASOVAČA,99,74
714887,PROKUPLJE,GORNJA STRAŽAVA,250,242
714895,PROKUPLJE,GORNJE KORDINCE,99,97
714909,ŽITORAĐA,GORNJE CRNATOVO,178,129
714917,ŽITORAĐA,GORNJI DRENOVAC,254,193
714925,PROKUPLJE,GORNJI STATOVAC,101,95
714933,MEROŠINA,GRADIŠTE,273,230
714941,ŽITORAĐA,GRUDAŠ,137,114
714950,ŽITORAĐA,DEBELI LUG,30,27
714968,MEROŠINA,DEVČA,319,250
714976,MEROŠINA,DEŠILOVO,271,204
714984,PROKUPLJE,DOBROTIĆ,119,112
714992,DOLJEVAC,DOLJEVAC,537,426
715000,MEROŠINA,DONJA RASOVAČA,208,202
715018,PROKUPLJE,DONJA STRAŽAVA,293,233
715026,PROKUPLJE,DONJE KORDINCE,82,77
715034,ŽITORAĐA,DONJE CRNATOVO,216,164
715042,ŽITORAĐA,DONJI DRENOVAC,137,97
715069,PROKUPLJE,DONJI STATOVAC,121,119
715077,PROKUPLJE,DRAGI DEO,91,91
715085,ŽITORAĐA,DRŽANOVAC,284,271
715093,ŽITORAĐA,DUBOVO,475,377
715107,ŽITORAĐA,ĐAKUS,280,224
715115,PROKUPLJE,ĐUROVAC,93,88
715123,PROKUPLJE,ŽITNI POTOK,271,269
715131,ŽITORAĐA,ŽITORAĐA,1351,1214
715140,PROKUPLJE,ZLATA,139,139
715158,PROKUPLJE,JABUČEVO,45,44
715166,ŽITORAĐA,JASENICA,332,320
715174,PROKUPLJE,JOVINE LIVADE,29,28
715182,MEROŠINA,JUG BOGDANOVAC,230,188
715204,ŽITORAĐA,KARE,82,69
715212,PROKUPLJE,KLISURICA,101,95
715239,PROKUPLJE,KOŽINCE,108,108
715247,ŽITORAĐA,KONJARNIK,139,110
715255,MEROŠINA,KOSTADINOVAC,119,72
715263,DOLJEVAC,KOČANE,567,451
715271,MEROŠINA,KRAJKOVAC,502,367
715280,PALILULA (NIŠ),KRUŠCE,323,253
715298,MEROŠINA,LEPAJA,269,219
715301,ŽITORAĐA,LUKOMIR,477,381
715310,PROKUPLJE,MAČINA,51,51
715328,DOLJEVAC,MEKIŠ,284,250
715336,MEROŠINA,MEROŠINA,371,357
715344,PALILULA (NIŠ),MRAMOR,481,325
715352,PROKUPLJE,MRLJAK,51,51
715379,PROKUPLJE,MIKULOVAC,144,138
715387,PROKUPLJE,NOVA BOŽURNA,137,132
715395,PROKUPLJE,NOVI ĐUROVAC,43,43
715409,ŽITORAĐA,NOVO MOMČILOVO,91,78
715417,PROKUPLJE,NOVO SELO,157,137
715425,MEROŠINA,OBLAČINA,316,280
715433,DOLJEVAC,ORLJANE,499,269
715441,PROKUPLJE,PASJAČA,112,110
715450,ŽITORAĐA,PEJKOVAC,334,238
715468,PROKUPLJE,PETROVAC,207,199
715476,ŽITORAĐA,PODINA,264,194
715484,PROKUPLJE,POJATE,230,190
715492,DOLJEVAC,PUKOVAC,1093,825
715506,PROKUPLJE,RANKOVA REKA,40,36
715514,PROKUPLJE,RASTOVNICA,76,73
715522,ŽITORAĐA,REČICA,358,268
715549,MEROŠINA,ROŽINA,284,272
715557,ŽITORAĐA,SAMARINOVAC,178,91
715565,ŽITORAĐA,SMRDIĆ,115,41
715573,PROKUPLJE,SREDNJI STATOVAC,80,79
715581,ŽITORAĐA,STARA BOŽURNA,173,142
715590,PROKUPLJE,STARI ĐUROVAC,75,75
715603,ŽITORAĐA,STARO MOMČILOVO,200,167
715611,ŽITORAĐA,STUDENAC,117,83
715620,ŽITORAĐA,TOPONICA,182,169
715638,PROKUPLJE,DŽIGOLJ,272,266
715646,DOLJEVAC,ŠAJINOVAC,298,190
715654,DOLJEVAC,ŠARLINCE,243,106
715662,BOR,BOR I,5383,5221
715689,BOR,BOR II,619,586
715697,BOR,BRESTOVAC,3191,2973
715719,BOR,BUČJE,369,334
715727,ZAJEČAR,VELIKI IZVOR,2084,1929
715735,ZAJEČAR,VRAŽOGRNAC,860,844
715743,ZAJEČAR,VRATARNICA,659,628
715751,ZAJEČAR,GAMZIGRAD,755,731
715760,ZAJEČAR,GORNJA BELA REKA,522,507
715778,ZAJEČAR,GRADSKOVO,464,442
715786,ZAJEČAR,GRLIŠTE,870,856
715794,ZAJEČAR,GRLJAN,1371,1297
715808,BOR,DONJA BELA REKA,684,671
715816,ZAJEČAR,ZAGRAĐE,408,400
715859,ZAJEČAR,ZVEZDAN,1260,1027
715867,BOR,KRIVELJ,1054,986
715875,ZAJEČAR,LENOVAC,575,552
715883,ZAJEČAR,LESKOVAC,250,247
715891,ZAJEČAR,LUBNICA,623,594
715905,BOR,METOVNICA,721,695
715913,ZAJEČAR,NIKOLIČEVO,494,483
715921,BOR,OŠTRELJ,385,364
715930,ZAJEČAR,PRLITA,204,190
715948,ZAJEČAR,RGOTINA,1024,905
715956,BOR,SLATINA,615,600
715964,BOR,TOPLA,86,82
715972,ZAJEČAR,TRNAVAC,261,256
715999,ZAJEČAR,HALOVO,557,546
716006,ZAJEČAR,ŠLJIVAR,229,224
716014,ZEMUN,BATAJNICA,6739,6033
716022,SURČIN,BEČMEN,1321,1077
716049,SURČIN,BOLJEVCI,1614,1400
716057,SURČIN,DOBANOVCI,2781,2394
716065,ZEMUN,ZEMUN,7567,6905
716073,ZEMUN,ZEMUN POLJE,2542,1940
716081,SURČIN,JAKOVO,2141,1732
716090,NOVI BEOGRAD,NOVI BEOGRAD,5350,4970
716103,SURČIN,PETROVČIĆ,519,455
716111,SURČIN,PROGAR,722,605
716120,SURČIN,SURČIN,5086,4320
716138,ZEMUN,UGRINOVCI,2177,1697
716154,IVANJICA,BEDINA VAROŠ,617,414
716162,IVANJICA,BRATLJEVO,154,126
716189,IVANJICA,BREZOVA,429,346
716197,IVANJICA,BRUSNIK,260,230
716219,IVANJICA,BUDOŽELJA,123,110
716227,IVANJICA,VASILJEVIĆI,67,63
716235,IVANJICA,VIONICA,150,118
716243,IVANJICA,VRMBAJE,195,171
716251,IVANJICA,VUČAK,189,158
716260,IVANJICA,GLEĐICA,217,181
716278,IVANJICA,GRADAC,73,64
716286,IVANJICA,DAJIĆI,278,251
716294,IVANJICA,DERETIN,147,118
716308,IVANJICA,DOBRI DO,143,122
716316,IVANJICA,DUBRAVA,827,709
716324,IVANJICA,ERČEGE,139,120
716332,IVANJICA,IVANJICA,2959,2823
716359,IVANJICA,KOMADINE,149,131
716367,IVANJICA,KORITNIK,370,333
716375,IVANJICA,KOSOVICA,210,173
716383,IVANJICA,KUMANICA,160,135
716391,IVANJICA,KUŠIĆI,282,213
716405,IVANJICA,MANA,94,73
716413,IVANJICA,MASKOVA,123,103
716421,IVANJICA,MEDOVINE,129,115
716430,IVANJICA,OPALJENIK,186,150
716448,IVANJICA,PRILIKE,599,499
716456,IVANJICA,RAVNA GORA,132,112
716464,IVANJICA,RADALJEVO,406,359
716472,IVANJICA,ROVINE,72,57
716499,IVANJICA,ROKCI,348,308
716502,IVANJICA,SVEŠTICA,518,355
716529,IVANJICA,SIVČINA,253,212
716537,IVANJICA,SMILJEVAC,145,134
716545,IVANJICA,ČEČINA,188,148
716553,IVANJICA,ŠARENIK,392,334
716561,IVANJICA,ŠUME,1024,913
716570,KLADOVO,VAJUGA,366,316
