ko_maticni_broj,municipalityName,cadmunName,parcels_total,parcels_with_buildings
722855,KUČEVO,TURIJA,628,485
722863,KUČEVO,CEREMOŠNJA,256,138
722871,KUČEVO,CEROVICA,179,158
722880,KUČEVO,ŠEVICA,690,489
722898,LAZAREVAC,ARAPOVAC,256,242
722901,LAZAREVAC,BARZILOVICA,355,350
722910,LAZAREVAC,BAROŠEVAC,359,336
722928,LAZAREVAC,BISTRICA,169,169
722936,LAZAREVAC,BRAJKOVAC,493,486
722944,LAZAREVAC,BUROVO,101,99
722952,LAZAREVAC,VELIKI CRLJENI,1141,1075
722979,ARANĐELOVAC,VENČANE,826,652
722987,LAZAREVAC,VRBOVNO,730,706
722995,LAZAREVAC,VREOCI,860,839
723002,LAZAREVAC,DREN,580,566
723029,LAZAREVAC,DUDOVICA,292,281
723037,LAZAREVAC,ŽUPANJAC,231,221
723045,LAZAREVAC,ZEOKE,167,163
723053,LAZAREVAC,JUNKOVAC,367,352
723061,LAZAREVAC,KRUŠEVICA,239,234
723070,LAZAREVAC,LAZAREVAC,2262,2137
723088,LAZAREVAC,LESKOVAC,358,354
723096,LAZAREVAC,LUKAVICA,844,831
723100,LAZAREVAC,MALI CRLJENI,248,243
723118,LAZAREVAC,MEDOŠEVAC,421,407
723126,LAZAREVAC,MIROSALJCI,389,382
723134,ARANĐELOVAC,PARTIZANI,967,790
723142,LAZAREVAC,PETKA,883,867
723169,LAZAREVAC,PRKOSAVA,98,98
723177,ARANĐELOVAC,PROGOREOCI,500,415
723185,LAZAREVAC,RUDOVCI,387,368
723207,LAZAREVAC,SOKOLOVO,177,171
723215,LAZAREVAC,STEPOJEVAC,1165,1106
723223,LAZAREVAC,STRMOVO,93,91
723231,LAZAREVAC,STUBICA,760,735
723240,LAZAREVAC,TRBUŠNICA,327,320
723258,ARANĐELOVAC,TULEŽ,384,282
723266,LAJKOVAC,ĆELIJE,415,317
723274,LAZAREVAC,CVETOVAC,131,128
723282,LAZAREVAC,ČIBUTKOVICA,472,460
723304,LAZAREVAC,ŠOPIĆ,1735,1691
723312,LAZAREVAC,ŠUŠNJAR,404,390
723339,LEBANE,BAČEVINA,161,144
723347,MEDVEĐA,BOGUNOVAC,48,45
723355,BOJNIK,BOJNIK,1065,957
723363,BOJNIK,BORINCE,103,100
723371,MEDVEĐA,BOROVAC,89,69
723380,LEBANE,BOŠNJACE,484,400
723398,BOJNIK,BRESTOVAC,272,224
723401,LEBANE,BUVCE,112,103
723410,MEDVEĐA,BUČUMET,405,385
723428,MEDVEĐA,VELIKA BRAINA,57,53
723436,LEBANE,VELIKO VOJLOVCE,129,101
723444,MEDVEĐA,VRAPCE,57,55
723452,BOJNIK,VUJANOVO,99,92
723479,LESKOVAC,GAGINCE,152,148
723487,MEDVEĐA,GAZDARE,270,250
723495,MEDVEĐA,GAJTAN,260,242
723509,LEBANE,GEGLJA,173,147
723517,LEBANE,GOLI RID,55,40
723525,MEDVEĐA,GORNJA LAPAŠTICA,129,121
723533,LEBANE,GORNJE VRANOVCE,132,114
723541,BOJNIK,GORNJE KONJUVCE,161,136
723550,BOJNIK,GRANICA,148,127
723568,MEDVEĐA,GRBAVCE,95,79
723576,LEBANE,GRGUROVCE,249,216
723584,MEDVEĐA,GUBAVCE,41,36
723592,MEDVEĐA,GURGUTOVO,48,46
723606,MEDVEĐA,DONJA LAPAŠTICA,64,62
723614,LEBANE,DONJE VRANOVCE,102,75
723622,BOJNIK,DONJE KONJUVCE,327,265
723649,BOJNIK,DRAGOVAC,363,295
723657,LEBANE,DRVODELJ,135,123
723665,MEDVEĐA,DRENCE,126,115
723673,BOJNIK,DUBRAVA,66,44
723681,MEDVEĐA,ĐULEKARE,92,86
723690,LEBANE,ŽDEGLOVO,224,164
723703,BOJNIK,ZELETOVO,77,54
723711,BOJNIK,ZOROVAC,16,13
723720,BOJNIK,IVANJE,184,163
723738,BOJNIK,KAMENICA,209,149
723746,MEDVEĐA,KAPIT,85,80
723754,LEBANE,KLAJIĆ,337,305
723762,LEBANE,KONJINO,327,218
723789,LEBANE,KRIVAČA,322,232
723797,LEBANE,LALINOVAC,156,143
723819,LEBANE,LEBANE,2721,2135
723827,MEDVEĐA,LECE,182,173
723835,LEBANE,LIPOVICA,214,203
723843,BOJNIK,LOZANE,94,84
723851,LEBANE,LUGARE,143,87
723860,BOJNIK,MAGAŠ-DOBRA VODA,305,263
723878,BOJNIK,MAJKOVAC,65,55
723886,MEDVEĐA,MALA BRAINA,21,19
723894,LEBANE,MALO VOJLOVCE,57,39
723908,MEDVEĐA,MAROVAC,87,82
723916,MEDVEĐA,MAĆEDONCE,177,152
723924,MEDVEĐA,MEDVEĐA,1064,878
723932,MEDVEĐA,MEDEVCE,66,54
723959,LESKOVAC,MELOVO,73,72
723967,BOJNIK,MIJAJLICA,201,169
723975,BOJNIK,MRVEŠ,82,39
723983,MEDVEĐA,MRKONJE,70,70
723991,MEDVEĐA,NEGOSAVLJE,212,165
724009,LEBANE,NOVA TOPOLA,128,98
724017,LEBANE,NOVO SELO,147,115
724025,BOJNIK,OBRAŽDA,66,56
724033,BOJNIK,ORANE,224,189
724041,LESKOVAC,ORUGLICA,248,240
724050,LEBANE,PERTATE,460,349
724068,MEDVEĐA,PETRILJE,78,68
724076,LEBANE,PETROVAC,29,27
724084,BOJNIK,PLAVCE,168,100
724092,LEBANE,POPOVCE,187,155
724106,MEDVEĐA,POROŠTICA,35,32
724114,LEBANE,POROŠTICA,156,145
724122,LEBANE,PREKOPČELICA,239,203
724149,BOJNIK,PRIDVORICA,328,271
724157,MEDVEĐA,PUSTO ŠILOVO,101,95
724165,MEDVEĐA,RAVNA BANJA,239,203
724173,LESKOVAC,RAVNI DEL,64,63
724181,LEBANE,RADEVCE,119,115
724190,LEBANE,RADINOVAC,47,36
724203,LEBANE,RAFUNA,114,107
724211,MEDVEĐA,RETKOCER,271,253
724220,BOJNIK,REČICA,111,88
724238,MEDVEĐA,RUJKOVAC,239,214
724246,BOJNIK,SAVINAC,49,40
724254,LEBANE,SVINJARICA,148,132
724262,MEDVEĐA,SVIRCE,195,149
724289,LEBANE,SEKICOL,63,59
724297,MEDVEĐA,SIJARINA,243,203
724319,MEDVEĐA,SIJARINSKA BANJA,226,201
724327,BOJNIK,SLAVNIK,115,97
724335,LEBANE,SLIŠANE,281,258
724343,MEDVEĐA,SPONCE,96,81
724351,MEDVEĐA,STARA BANJA,61,56
724360,MEDVEĐA,STUBLA,95,90
724378,LEBANE,TOGOČEVCE,246,198
724386,MEDVEĐA,TULARE,187,155
724394,MEDVEĐA,TUPALE,232,182
724408,BOJNIK,TURJANE,109,95
724416,LEBANE,ĆENOVAC,107,85
724424,LEBANE,CEKAVICA,150,129
724432,BOJNIK,CRKVICE,293,266
724459,MEDVEĐA,CRNI VRH,113,101
724467,MEDVEĐA,ČOKOTIN,63,61
724475,LEBANE,ŠARCE,87,74
724483,LEBANE,ŠILOVO,270,240
724491,LEBANE,ŠTULAC,220,188
724505,LEBANE,ŠUMANE,618,432
724513,LESKOVAC,BABIČKO,615,587
724521,LESKOVAC,BADINCE,136,112
724530,LESKOVAC,BARJE,282,244
724548,LESKOVAC,BELANOVCE,319,206
724556,LESKOVAC,BELI POTOK,194,158
724564,LESKOVAC,BISTRICA,65,61
724572,LESKOVAC,BOBIŠTE,785,744
724599,LESKOVAC,BOGOJEVCE,421,369
724602,LESKOVAC,BRATMILOVCE,1241,1185
724629,LESKOVAC,BREJANOVCE,150,136
724637,LESKOVAC,BRESTOVAC,716,582
724645,LESKOVAC,BRZA,353,305
724653,LESKOVAC,BUKOVA GLAVA,127,111
724661,LESKOVAC,BUNUŠA,474,381
724670,LESKOVAC,VELIKA BILJANICA,163,129
724688,LESKOVAC,VELIKA GRABOVNICA,497,400
724696,LESKOVAC,VELIKA KOPAŠNICA,283,228
724700,LESKOVAC,VELIKO TRNJANE,355,294
724718,LESKOVAC,VINA,151,141
724726,LESKOVAC,VINARCE,700,553
724734,LESKOVAC,VLASE,184,146
724742,LESKOVAC,VUČJE,1072,865
724769,LESKOVAC,GORINA,291,264
724777,LESKOVAC,GORNJA JAJINA,186,155
724785,LESKOVAC,GORNJA KUPINOVICA,143,126
724793,LESKOVAC,GORNJA LOKOŠNICA,107,92
724807,LESKOVAC,GORNJA SLATINA,82,67
724815,BOJNIK,GORNJE BRIJANJE,306,236
724823,LESKOVAC,GORNJE KRAJINCE,213,176
724831,LESKOVAC,GORNJE SINKOVCE,168,113
724840,LESKOVAC,GORNJE STOPANJE,1289,1033
724858,LESKOVAC,GORNJE TRNJANE,103,84
724866,LESKOVAC,GORNJI BUNIBROD,282,233
724874,LESKOVAC,GRADAŠNICA,333,314
724882,LESKOVAC,GRAJEVCE,152,137
724904,LESKOVAC,GRAOVO,228,208
724912,LESKOVAC,GRDANICA,219,190
724939,LESKOVAC,GUBEREVAC,602,501
724947,LESKOVAC,DONJA JAJINA,581,465
724955,LESKOVAC,DONJA KUPINOVICA,87,70
724963,LESKOVAC,DONJA LOKOŠNICA,435,349
724971,LESKOVAC,DONJA SLATINA,84,66
724980,LESKOVAC,DONJE BRIJANJE,481,394
724998,LESKOVAC,DONJE KRAJINCE,218,181
725005,LESKOVAC,DONJE SINKOVCE,449,424
725013,LESKOVAC,DONJE STOPANJE,829,668
725021,LESKOVAC,DONJE TRNJANE,105,89
725030,LESKOVAC,DONJI BUNIBROD,242,197
725048,LESKOVAC,DRAŠKOVAC,244,176
725056,LESKOVAC,DRVODELJA,92,77
725064,LESKOVAC,DRĆEVAC,185,158
725072,LESKOVAC,DUŠANOVO,137,117
725099,BOJNIK,ĐINĐUŠA,278,215
725102,LESKOVAC,ŽABLJANE,242,174
725129,LESKOVAC,ŽIVKOVO,277,263
725137,LESKOVAC,ŽIŽAVICA,82,51
725145,LESKOVAC,ZAGUŽANE,141,100
725153,LESKOVAC,ZALUŽNJE,164,128
725161,LESKOVAC,ZLOKUĆANE,86,64
725170,LESKOVAC,ZLOĆUDOVO,81,60
725188,LESKOVAC,ZOLJEVO,114,97
725196,LESKOVAC,IGRIŠTE,153,113
725200,LESKOVAC,JARSENOVO,320,281
725218,LESKOVAC,JAŠUNJA,261,235
725226,LESKOVAC,JELAŠNICA,158,129
725234,LESKOVAC,KALUĐERCE,90,86
725242,LESKOVAC,KARAĐORĐEVAC,289,211
725269,BOJNIK,KACABAĆ I,380,287
725285,LESKOVAC,KAŠTAVAR,53,45
725293,BOJNIK,KOSANČIĆ,220,198
725307,LESKOVAC,KUKULOVCE,80,61
725315,LESKOVAC,KUMAREVO,238,178
725323,LESKOVAC,KUTLEŠ,243,220
725331,BOJNIK,LAPOTINCE,398,299
725340,LESKOVAC,LESKOVAC,12389,11959
725358,LESKOVAC,LIPOVICA,443,390
725366,LESKOVAC,MALA BILJANICA,70,58
725374,LESKOVAC,MALA GRABOVNICA,116,96
725382,LESKOVAC,MALA KOPAŠNICA,128,101
725404,LESKOVAC,MANOJLOVCE,262,214
725412,LESKOVAC,MEĐA,266,207
725439,LESKOVAC,MILANOVO,280,200
725447,LESKOVAC,MIROŠEVCE,393,354
725455,LESKOVAC,MRŠTANE,475,384
725463,LESKOVAC,NAVALIN,306,259
725471,LESKOVAC,NAKRIVANJ,474,382
725480,LESKOVAC,NESVRTA,56,51
725498,LESKOVAC,NOMANICA,102,77
725501,BOJNIK,OBILIĆ,85,58
725510,LESKOVAC,ORAOVICA,1080,863
725528,LESKOVAC,ORAŠAC,285,225
725536,LESKOVAC,PADEŽ,71,64
725544,LESKOVAC,PALIKUĆA,142,108
725552,LESKOVAC,PETROVAC,112,77
725579,LESKOVAC,PEČENJEVCE,650,585
725587,LESKOVAC,PISKUPOVO,112,98
725595,LESKOVAC,PODRIMCE,121,114
725609,LESKOVAC,PRESEČINA,118,93
725617,LESKOVAC,PRIBOJ,262,244
725625,LESKOVAC,RADONJICA,303,240
725633,LESKOVAC,RAZGOJNA,415,361
725641,LESKOVAC,RUDARE,318,199
725650,LESKOVAC,SVIRCE,158,150
725668,LESKOVAC,SLAVUJEVCE,155,125
725676,LESKOVAC,SLATINA,259,212
725684,LESKOVAC,SMRDAN,93,89
725692,LESKOVAC,STROJKOVCE,473,371
725706,BOJNIK,STUBLA,445,373
725714,LESKOVAC,STUPNICA,280,257
725722,LESKOVAC,TODOROVCE,153,123
725749,LESKOVAC,TULOVO,217,177
725757,LESKOVAC,TUREKOVAC,551,478
725765,BOJNIK,ĆUKOVAC,98,80
725773,LESKOVAC,CRKOVNICA,517,445
725781,LESKOVAC,CRCAVAC,92,87
725790,LESKOVAC,ČEKMIN,332,299
725803,LESKOVAC,ČIFLUK RAZGOJNSKI,150,148
725811,LESKOVAC,ČUKLJENIK,192,166
725820,LESKOVAC,ŠAINOVAC,77,59
725838,LESKOVAC,ŠARLINCE,259,223
725846,LESKOVAC,ŠIŠINCE,169,146
725854,LOZNICA,BANJA KOVILJAČA,2526,2238
725862,LOZNICA,BRADIĆ,404,330
725889,MALI ZVORNIK,BRASINA,689,547
725897,LOZNICA,BRNJAC,307,258
725919,LOZNICA,VELIKO SELO,250,212
725927,LOZNICA,VOĆNJAK,502,412
725935,LOZNICA,GORNJA BADANJA,367,260
725943,LOZNICA,GORNJA BORINA,126,85
725951,LOZNICA,GORNJA SIPULJA,184,142
725960,LOZNICA,GORNJE NEDELJICE,358,283
725978,LOZNICA,GORNJI DOBRIĆ,370,361
725986,LOZNICA,GRNČARA,301,218
725994,KRUPANJ,DVORSKA,402,322
726001,LOZNICA,DONJA BADANJA,657,527
726010,MALI ZVORNIK,DONJA BORINA,818,647
726028,LOZNICA,DONJA SIPULJA,194,139
726036,LOZNICA,DONJE NEDELJICE,294,218
726044,LOZNICA,DONJI DOBRIĆ,554,533
726052,LOZNICA,DRAGINAC,66,59
726079,LOZNICA,ZAJAČA,205,180
726087,LOZNICA,JADRANSKA LEŠNICA,888,790
726095,LOZNICA,JAREBICE,668,500
726109,LOZNICA,JELAV,405,319
726117,LOZNICA,JOŠEVA,480,360
726125,LOZNICA,JUGOVIĆI,74,55
726133,LOZNICA,KAMENICA,106,79
726150,LOZNICA,KOZJAK,420,412
726168,LOZNICA,KORENITA,1216,988
726192,LOZNICA,LIPNICA,407,315
726222,LOZNICA,MILINA,173,146
726249,LOZNICA,NOVO SELO,588,571
726257,LOZNICA,PASKOVAC,300,232
726265,LOZNICA,POMIJAČA,104,73
726273,LOZNICA,RIBARICE,190,119
726281,LOZNICA,RUNJANI,1140,937
726290,LOZNICA,SIMINO BRDO,142,85
726303,LOZNICA,SLATINA,232,188
726311,LOZNICA,STRAŽA,343,334
726320,LOZNICA,STUPNICA,462,360
726338,LOZNICA,TEKERIŠ,276,192
726346,LOZNICA,TRBOSILJE,239,176
726354,LOZNICA,TRBUŠNICA,431,353
726362,LOZNICA,TRŠIĆ,680,547
726389,LOZNICA,FILIPOVIĆI,94,74
726397,LOZNICA,CIKOTE,686,551
726419,LOZNICA,ČOKEŠINA,481,447
726427,LOZNICA,ŠOR,978,942
726435,LOZNICA,ŠURICE,131,93
726443,LUČANI,BELI KAMEN,253,204
726451,ČAČAK,BREZOVICA,78,55
726460,ARILJE,VIROVO,367,302
726478,LUČANI,VIČA,704,526
726486,LUČANI,VLASTELJICE,164,132
726494,LUČANI,VUČKOVICA,250,182
726508,LUČANI,GORAČIĆI,725,577
726516,LUČANI,GORNJA KRAVARICA,351,263
726524,LUČANI,GORNJI DUBAC,234,170
726532,LUČANI,GRAB,318,280
726559,LUČANI,GUBEREVCI,494,373
726567,LUČANI,GUČA,1630,1398
726575,LUČANI,DLJIN,525,423
726583,LUČANI,DONJA KRAVARICA,335,268
726591,LUČANI,DONJI DUBAC,282,194
726605,ARILJE,DRAGOJEVAC,165,83
726613,LUČANI,DUČALOVIĆI,465,367
726621,LUČANI,ĐERAĐ,38,33
726630,LUČANI,ŽIVICA,199,154
726648,LUČANI,ZEOKE,284,256
726656,LUČANI,KAONA,315,237
726664,LUČANI,KOTRAŽA,479,338
726672,LUČANI,KRIVAČA,112,81
726699,LUČANI,KRSTAC,325,270
726702,LUČANI,LIS,203,168
726729,IVANJICA,LISA,517,392
726737,LUČANI,LISICE,296,234
726745,POŽEGA,LOPAŠ,331,255
726753,IVANJICA,LUKE,419,307
726761,LUČANI,LUČANI,824,711
726770,LUČANI,MARKOVICA,150,132
726788,LUČANI,MILATOVIĆI,407,285
726796,ARILJE,MIROSALJCI,412,335
726800,LUČANI,NEGRIŠORI,334,273
726818,IVANJICA,OSONICA,286,217
726826,POŽEGA,PILATOVIĆI,520,442
726834,POŽEGA,PRILIPAC,168,138
726842,LUČANI,PUHOVO,374,304
726869,LUČANI,PŠANIK,140,104
726877,LUČANI,ROGAČA,235,197
726885,LUČANI,RTARI,224,185
726893,LUČANI,RTI,349,269
726907,LUČANI,TIJANJE,177,150
726915,KRALJEVO,TOLIŠNICA,144,142
726923,ARILJE,TREŠNJEVICA,475,365
726931,LUČANI,TURICA,392,321
726940,ARILJE,CEROVA,563,458
726958,LJIG,BELANOVICA,182,160
726966,GORNJI MILANOVAC,BOLJKOVCI,395,339
726974,ARANĐELOVAC,BOSUTA,403,312
726982,LJIG,BRANČIĆ,302,216
727008,GORNJI MILANOVAC,BREZOVICA,79,61
727016,TOPOLA,VOJKOVCI,133,122
727024,LJIG,GUKOŠ,206,145
727032,TOPOLA,GURIŠEVCI,91,84
727059,GORNJI MILANOVAC,DAVIDOVICA,99,85
727067,LJIG,DIĆI,163,117
727075,LJIG,DONJI BANJANI,183,126
727083,GORNJI MILANOVAC,DRAGOLJ,285,235
727091,LJIG,ŽIVKOVCI,473,345
727105,GORNJI MILANOVAC,ZAGRAĐE,306,259
727113,LJIG,IVANOVCI,326,242
727121,TOPOLA,JARMENOVCI,399,331
727130,LJIG,KALANJEVCI,651,457
727148,LJIG,KOZELJ,318,225
727156,GORNJI MILANOVAC,KRIVA REKA,153,133
727164,LJIG,LALINCI,288,196
727172,LJIG,LIPLJE,291,209
727199,LJIG,LJIG,1389,1099
727202,TOPOLA,MANOJLOVCI,90,80
727229,LJIG,MORAVCI,341,244
727237,GORNJI MILANOVAC,MUTANJ,104,86
727245,LJIG,POLJANICE,360,254
727253,GORNJI MILANOVAC,RELJINCI,151,120
727261,GORNJI MILANOVAC,RUDNIK,847,659
727270,GORNJI MILANOVAC,RUČIĆI,179,140
727288,GORNJI MILANOVAC,TRUDELJ,375,319
727296,GORNJI MILANOVAC,UGRINOVCI,314,238
727300,GORNJI MILANOVAC,CEROVA,135,115
727318,GORNJI MILANOVAC,ŠILOPAJ,169,143
727326,LJIG,ŠTAVICA,367,256
727334,LJIG,ŠUTCI,480,341
727342,MALI ZVORNIK,VELIKA REKA,610,447
727369,LJUBOVIJA,GORNJA BUKOVICA,962,709
727377,LJUBOVIJA,GORNJA LJUBOVIĐA,290,213
727385,LJUBOVIJA,GORNJA OROVICA,499,300
727393,LJUBOVIJA,GORNJE KOŠLJE,355,171
727407,LJUBOVIJA,GRAČANICA,290,203
727415,LJUBOVIJA,GRČIĆ,227,150
727423,OSEČINA,GUNJACI,532,397
727431,LJUBOVIJA,DONJA BUKOVICA,612,443
727440,LJUBOVIJA,DONJA LJUBOVIĐA,528,385
727458,LJUBOVIJA,DONJA OROVICA,305,198
727466,LJUBOVIJA,DONJE KOŠLJE I,229,216
727474,LJUBOVIJA,DONJE KOŠLJE II,182,97
727482,OSEČINA,DRAGODOL,292,201
727504,LJUBOVIJA,DRLAČE,423,285
727512,LJUBOVIJA,LEOVIĆ,287,196
727539,LJUBOVIJA,LONJIN,555,519
727547,LJUBOVIJA,LJUBOVIJA,925,875
727555,OSEČINA,PECKA,110,88
727563,LJUBOVIJA,POSTENJE,275,166
727571,LJUBOVIJA,RUJEVAC,344,205
727580,LJUBOVIJA,SAVKOVIĆ,236,138
727598,LJUBOVIJA,SELANAC,339,190
727601,LJUBOVIJA,SOKOLAC,80,42
727610,LJUBOVIJA,TORNIK,188,116
727628,LJUBOVIJA,UZOVNICA,549,408
727636,OSEČINA,CARINA,777,613
727644,LJUBOVIJA,CRNČA,743,498
727652,LJUBOVIJA,ČITLUK,342,256
727679,MAJDANPEK,BOLJETIN,546,472
727687,MAJDANPEK,GOLUBINJE,867,664
727695,BOR,GORNJANE,824,787
727709,MAJDANPEK,DEBELI LUG,227,218
727717,MAJDANPEK,DONJI MILANOVAC,1425,1134
727725,MAJDANPEK,KLOKOČEVAC,609,504
727733,MAJDANPEK,MAJDANPEK,462,432
727741,MAJDANPEK,MIROČ,299,235
727750,MAJDANPEK,MOSNA,647,520
727768,MAJDANPEK,RUDNA GLAVA,1497,1290
727776,BOR,TANDA,269,254
727784,MAJDANPEK,TOPOLNICA,725,593
727792,MAJDANPEK,CRNAJKA,696,585
727806,LJIG,BABAJIĆ,264,189
727814,MIONICA,BERKOVAC,742,625
727822,LJIG,BOŠNJANOVIĆ,161,157
727849,MIONICA,BREŽĐE,339,251
727857,MIONICA,BUKOVAC,111,90
727865,LJIG,VELIŠEVAC,289,188
727873,MIONICA,VIROVAC,265,220
727881,LAJKOVAC,VRAČEVIĆ,534,398
727890,MIONICA,VRTIGLAV,243,182
727903,MIONICA,GOLUBAC,84,62
727911,MIONICA,GORNJI LAJKOVAC,266,227
727920,MIONICA,GORNJI MUŠIĆ,360,249
727938,MIONICA,GUNJICA,117,75
727946,LAJKOVAC,DONJI LAJKOVAC,255,166
727954,MIONICA,DONJI MUŠIĆ,128,101
727962,MIONICA,DUČIĆ,270,214
727989,MIONICA,ĐURĐEVAC,194,157
727997,LJIG,JAJČIĆ,226,103
728004,LJIG,KADINA LUKA,399,263
728012,MIONICA,KLAŠNIĆ,90,71
728039,MIONICA,KLJUČ,218,209
728047,MIONICA,KOMANICE,229,179
728055,MIONICA,KRČMAR,250,171
728063,LJIG,LATKOVIĆ,293,185
728071,MIONICA,MALJEVIĆ,126,71
728080,LAJKOVAC,MARKOVA CRKVA,108,75
728098,MIONICA,MIONICA (VAROŠ),703,616
728101,MIONICA,MIONICA (SELO),774,601
728110,MIONICA,MRATIŠIĆ,131,93
728128,VALJEVO,MRČIĆ,170,118
728136,MIONICA,NANOMIR,94,68
728144,MIONICA,OSEČENICA,612,459
728152,LJIG,PALEŽNICA,126,73
728179,VALJEVO,PAUNE,521,340
728187,MIONICA,PAŠTRIĆ,362,273
728195,LAJKOVAC,PEPELJEVAC,331,257
728209,MIONICA,PLANINICA,250,193
728217,MIONICA,POPADIĆ,1111,852
728225,LAJKOVAC,PRIDVORICA,123,100
728233,LAJKOVAC,BOGOVAĐA,361,253
728241,MIONICA,RADOBIĆ,186,113
728250,MIONICA,RAJKOVIĆ,259,203
728268,MIONICA,RAKARI,610,497
728276,LAJKOVAC,RATKOVAC,191,154
728284,MIONICA,ROBAJE,347,248
728292,MIONICA,SANKOVIĆ,162,157
728306,LJIG,SLAVKOVICA,685,504
728314,LAJKOVAC,STRMOVO,169,127
728322,MIONICA,STRUGANIK,144,117
728349,MIONICA,TABANOVIĆ,174,125
728357,MIONICA,TODORIN DO,120,90
728365,MIONICA,TOLIĆ,233,163
728373,LJIG,CVETANOVAC,421,296
728381,MIONICA,ŠUŠEOKA,170,127
728390,MLADENOVAC,AMERIĆ,554,377
728403,SOPOT,BABE,728,512
728411,MLADENOVAC,VELIKA IVANČA,1088,831
728420,MLADENOVAC,VLAŠKA,1355,1086
728438,SOPOT,GUBEREVAC,570,417
728446,SOPOT,DRLUPA,416,312
728454,SOPOT,DUČINA,589,426
728462,SOPOT,ĐURINCI,564,420
728489,MLADENOVAC,KORAĆICA,2043,1514
728497,MLADENOVAC,MALA VRBICA,251,179
728519,SOPOT,MALA IVANČA,1557,1086
728527,SOPOT,MALI POŽAREVAC,1160,1045
728535,MLADENOVAC,MEĐULUŽJE,988,863
728543,MLADENOVAC,MLADENOVAC (VAROŠ),4721,4434
728551,MLADENOVAC,MLADENOVAC (SELO),713,647
728560,SOPOT,NEMENIKUĆE,1719,1270
728578,SOPOT,PARCANI,1475,986
728586,SOPOT,POPOVIĆ,2042,1385
728594,MLADENOVAC,PRUŽATOVAC,457,345
728608,MLADENOVAC,RAJKOVAC,850,731
728616,SOPOT,RALJA,537,416
728624,ARANĐELOVAC,RANILOVIĆ,714,560
728632,SOPOT,ROGAČA,959,755
728659,MLADENOVAC,SENAJA,285,221
728667,SOPOT,SIBNICA,694,475
728675,SOPOT,SLATINA,280,179
728683,SOPOT,SOPOT,2822,2565
728691,SOPOT,STOJNIK,758,543
728705,MLADENOVAC,ŠEPŠIN,507,371
728713,NEGOTIN,BRAĆEVAC,503,491
728721,NEGOTIN,BRESTOVAC,322,302
728730,NEGOTIN,BUKOVČE,623,606
728748,NEGOTIN,VELJKOVO,169,164
728756,NEGOTIN,VIDROVAC,578,503
728764,NEGOTIN,GLOGOVICA II,10,5
728772,NEGOTIN,DUPLJANE,494,406
728799,NEGOTIN,DUŠANOVAC,967,834
728802,NEGOTIN,ALEKSANDROVAC,309,274
728829,NEGOTIN,JASENICA,554,501
728837,NEGOTIN,KARBULOVO,505,423
728845,NEGOTIN,KOBIŠNICA,693,643
728853,NEGOTIN,KOVILOVO,240,219
728861,NEGOTIN,MILOŠEVO,283,273
728870,NEGOTIN,MOKRANJE,627,589
728888,NEGOTIN,NEGOTIN,5976,5183
728896,NEGOTIN,PRAHOVO,770,715
728900,NEGOTIN,RADUJEVAC,911,825
728918,NEGOTIN,RAJAC,737,726
728926,NEGOTIN,REČKA,398,380
728934,NEGOTIN,ROGLJEVO,398,389
728942,NEGOTIN,SAMARINOVAC,279,258
728969,NEGOTIN,SIKOLE II,40,40
728977,NEGOTIN,SMEDOVAC,267,264
728985,NEGOTIN,SRBOVO,288,258
728993,NEGOTIN,TAMNIČ,459,446
729019,NEGOTIN,CRNOMASNICA,216,203
729027,NEGOTIN,ČUBRA,549,500
729035,NEGOTIN,ŠTUBIK II,68,34
729043,NIŠKA BANJA,BANCAREVO,168,132
729051,DOLJEVAC,BELOTINAC,511,384
729060,PALILULA (NIŠ),BERBATOVO,337,249
729078,CRVENI KRST,BERČINAC,115,80
729086,PANTELEJ,BRENICA,225,148
729094,MEDIJANA,BRZI BROD,1433,1379
729108,PALILULA (NIŠ),BUBANJ,212,141
729116,GADŽIN HAN,VELIKI VRTOP,316,290
729124,GADŽIN HAN,VELIKI KRČIMIR,625,604
729132,GADŽIN HAN,VILANDRICA,135,96
729159,PANTELEJ,VRELO,133,108
729167,CRVENI KRST,VRTIŠTE,751,715
729175,PALILULA (NIŠ),VUKMANOVO,253,196
729183,PALILULA (NIŠ),GABROVAC,654,437
729191,GADŽIN HAN,GADŽIN HAN,676,572
729205,GADŽIN HAN,GARE,109,95
729213,PANTELEJ,GORNJA VREŽINA,422,294
729221,NIŠKA BANJA,GORNJA STUDENA,245,198
729230,CRVENI KRST,GORNJA TOPONICA,364,271
729248,CRVENI KRST,GORNJA TRNAVA,172,68
729256,GADŽIN HAN,GORNJE VLASE,394,286
729264,GADŽIN HAN,GORNJE DRAGOVLJE,313,259
729272,PALILULA (NIŠ),GORNJE MEĐUROVO,404,294
729299,GADŽIN HAN,GORNJI BARBEŠ,517,513
729302,GADŽIN HAN,GORNJI DUŠNIK,229,220
729329,CRVENI KRST,GORNJI KOMREN,332,313
729337,PANTELEJ,GORNJI MATEJEVAC,1229,769
729345,GADŽIN HAN,GRKINJA,669,659
729353,PANTELEJ,DONJA VREŽINA,2100,1498
729361,NIŠKA BANJA,DONJA STUDENA,307,248
729370,CRVENI KRST,DONJA TOPONICA,215,201
729388,CRVENI KRST,DONJA TRNAVA,427,415
729396,PALILULA (NIŠ),DONJE VLASE,575,404
729400,GADŽIN HAN,DONJE DRAGOVLJE,275,244
